Member_Id,ListAs,DisplayAs,FullTitle
339,"Marshall, Jim",Mr Jim Marshall,Mr Jim Marshall
1204,"Marshall, John",Mr John Marshall,Mr John Marshall
1231,"Marshall, Michael",Sir Michael Marshall,Sir Michael Marshall
86,"Marshall-Andrews, Robert",Mr Robert Marshall-Andrews,Mr Robert Marshall-Andrews
1178,"Marten, Neil",Sir Neil Marten,Rt Hon Sir Neil Marten
1209,"Martin, David",Mr David Martin,Mr David Martin
3899,"Martin of Springburn, L.",Lord Martin of Springburn,The Rt Hon. the Lord Martin of Springburn
495,"Martlew, Eric",Mr Eric Martlew,Mr Eric Martlew
4245,"Maskey, Paul",Paul Maskey,Paul Maskey MP
1607,"Mason, John",John Mason,John Mason
1062,"Mason of Barnsley, L.",Lord Mason of Barnsley,The Rt Hon. the Lord Mason of Barnsley DL
49,"Mates, Michael",Mr Michael Mates,Mr Michael Mates
1315,"Mather, Carol",Sir Carol Mather,Sir Carol Mather
115,"Maude, Francis",Mr Francis Maude,Rt Hon Francis Maude MP
3091,"Maude of Stratford-upon-Avon, L.",Lord Maude of Stratford-upon-Avon,The Lord Maude of Stratford-upon-Avon
1365,"Mawby, Ray",Ray Mawby,Ray Mawby
121,"Mawhinney, L.",Lord Mawhinney,The Rt Hon. the Lord Mawhinney
607,"Maxton, L.",Lord Maxton,The Lord Maxton
1296,"Maxwell-Hyslop, Robin",Sir Robin Maxwell-Hyslop,Sir Robin Maxwell-Hyslop
8,"May, Theresa",Mrs Theresa May,Rt Hon Theresa May MP
914,"Mayhew of Twysden, L.",Lord Mayhew of Twysden,The Rt Hon. the Lord Mayhew of Twysden QC
915,"Maynard, Joan",Miss Joan Maynard,Miss Joan Maynard
3926,"Maynard, Paul",Paul Maynard,Paul Maynard MP
454,"Meacher, Michael",Mr Michael Meacher,Rt Hon Michael Meacher MP
1376,"Meadowcroft, Michael",Michael Meadowcroft,Michael Meadowcroft
361,"Meale, Alan",Sir Alan Meale,Sir Alan Meale MP
4000,"Mearns, Ian",Ian Mearns,Ian Mearns MP
2828,"Mellish, L.",The Lord Mellish,The Rt Hon. the Lord Mellish
1134,"Mellor, David",David Mellor,Rt Hon David Mellor
3959,"Mensch, Mrs",Mrs Mensch,Mrs Mensch
3998,"Menzies, Mark",Mark Menzies,Mark Menzies MP
1435,"Mercer, Patrick",Patrick Mercer,Patrick Mercer
668,"Merchant, Piers",Piers Merchant,Piers Merchant
347,"Merron, Gillian",Gillian Merron,Gillian Merron
4092,"Metcalfe, Stephen",Stephen Metcalfe,Stephen Metcalfe MP
921,"Meyer, Anthony",Sir Anthony Meyer,Sir Anthony Meyer
562,"Michael, Alun",Alun Michael,Rt Hon Alun Michael
398,"Michie, Bill",Mr Bill Michie,Mr Bill Michie
575,"Michie, Ray",Mrs Ray Michie,Mrs Ray Michie
1366,"Mikardo, Ian",Ian Mikardo,Ian Mikardo
507,"Milburn, Alan",Mr Alan Milburn,Mr Alan Milburn
1452,"Miliband, David",David Miliband,Rt Hon David Miliband
1510,"Miliband, Edward",Edward Miliband,Rt Hon Edward Miliband MP
704,"Millan, Bruce",Bruce Millan,Rt Hon Bruce Millan
428,"Miller, Andrew",Andrew Miller,Andrew Miller MP
1187,"Miller, Hal",Sir Hal Miller,Sir Hal Miller
1480,"Miller, Maria",Maria Miller,Rt Hon Maria Miller MP
1031,"Miller, Maurice",Dr Maurice Miller,Dr Maurice Miller
688,"Milligan, Stephen",Stephen Milligan,Stephen Milligan
1135,"Mills, Iain",Iain Mills,Iain Mills
4136,"Mills, Nigel",Nigel Mills,Nigel Mills MP
1310,"Mills, Peter",Sir Peter Mills,Sir Peter Mills
1673,"Mills, Stratton",Stratton  Mills,Stratton  Mills
1523,"Milton, Anne",Anne Milton,Anne Milton MP
1181,"Miscampbell, Norman",Norman Miscampbell,Norman Miscampbell
1211,"Mitchell, Andrew",Mr Andrew Mitchell,Rt Hon Andrew Mitchell MP
372,"Mitchell, Austin",Austin Mitchell,Austin Mitchell MP
1353,"Mitchell, Bob",Bob Mitchell,Bob Mitchell
1184,"Mitchell, David",Sir David Mitchell,Sir David Mitchell
1674,"Mitchell, Thomas",Thomas  Mitchell,Thomas  Mitchell
922,"Moate, Roger",Sir Roger Moate,Sir Roger Moate
1410,"Moffat, Anne",Anne Moffat,Anne Moffat
113,"Moffatt, Laura",Laura Moffatt,Laura Moffatt
1475,"Mole, Chris",Chris Mole,Chris Mole
4274,"Molloy, Francie",Francie Molloy,Francie Molloy MP
1961,"Molyneaux of Killead, L.",Lord Molyneaux of Killead,The Rt Hon. the Lord Molyneaux of Killead KBE
1675,"Money, Ernle",Ernle  Money,Ernle  Money
1238,"Monro, Hector",Sir Hector Monro,Rt Hon Sir Hector Monro
1266,"Montgomery, Fergus",Sir Fergus Montgomery,Sir Fergus Montgomery
1490,"Moon, Madeleine",Mrs Madeleine Moon,Mrs Madeleine Moon MP
621,"Moonie, L.",Lord Moonie,The Lord Moonie
1676,"Moonman, Eric",Eric  Moonman,Eric  Moonman
638,"Moore, Michael",Michael Moore,Rt Hon Michael Moore MP
1022,"Moore of Lower Marsh, L.",Lord Moore of Lower Marsh,The Rt Hon. the Lord Moore of Lower Marsh
3,"Moran, Margaret",Margaret Moran,Margaret Moran
4017,"Mordaunt, Penny",Penny Mordaunt,Penny Mordaunt MP
1548,"Morden, Jessica",Jessica Morden,Jessica Morden MP
604,"Morgan, Alasdair",Mr Alasdair Morgan,Mr Alasdair Morgan
1222,"Morgan, Geraint",Geraint Morgan,Geraint Morgan
561,"Morgan, Julie",Julie Morgan,Julie Morgan
4027,"Morgan, Nicky",Nicky Morgan,Rt Hon Nicky Morgan MP
563,"Morgan, Rhodri",Mr Rhodri Morgan,Rt Hon Rhodri Morgan
1678,"Morgan-Giles, Morgan",Sir Morgan  Morgan-Giles,Sir Morgan  Morgan-Giles
377,"Morley, Elliot",Mr Elliot Morley,Mr Elliot Morley
4012,"Morrice, Graeme",Graeme Morrice,Graeme Morrice MP
4249,"Morris, Anne Marie",Anne Marie Morris,Anne Marie Morris MP
1341,"Morris, Charles",Charles Morris,Rt Hon Charles Morris
4135,"Morris, David",David Morris,David Morris MP
3973,"Morris, Grahame M.",Grahame M. Morris,Grahame M. Morris MP
3992,"Morris, James",James Morris,James Morris MP
565,"Morris of Aberavon, L.",Lord Morris of Aberavon,The Rt Hon. the Lord Morris of Aberavon KG QC
1906,"Morris of Manchester, L.",Lord Morris of Manchester,The Rt Hon. the Lord Morris of Manchester AO QSO
305,"Morris of Yardley, B.",Baroness Morris of Yardley,The Rt Hon. the Baroness Morris of Yardley
1236,"Morrison, Charles",Sir Charles Morrison,Sir Charles Morrison
1277,"Morrison, Peter",Sir Peter Morrison,Rt Hon Sir Peter Morrison
1340,"Morton, George",George Morton,George Morton
3954,"Mosley, Stephen",Stephen Mosley,Stephen Mosley MP
120,"Moss, Malcolm",Mr Malcolm Moss,Mr Malcolm Moss
406,"Mountford, Kali",Kali Mountford,Kali Mountford
4080,"Mowat, David",David Mowat,David Mowat MP
503,"Mowlam, Mo",Dr Mo Mowlam,Rt Hon Dr Mo Mowlam
1336,"Moyle, Roland",Roland Moyle,Rt Hon Roland Moyle
924,"Moynihan, L.",Lord Moynihan,The Lord Moynihan
1285,"Mudd, David",David Mudd,David Mudd
414,"Mudie, George",Mr George Mudie,Mr George Mudie MP
1540,"Mulholland, Greg",Greg Mulholland,Greg Mulholland MP
2977,"Mulley, L.",Lord Mulley,The Lord Mulley
527,"Mullin, Chris",Mr Chris Mullin,Mr Chris Mullin
1512,"Mundell, David",David Mundell,Rt Hon David Mundell MP
1448,"Munn, Meg",Meg Munn,Meg Munn MP
4089,"Munt, Tessa",Tessa Munt,Tessa Munt MP
1369,"Murphy, Christopher",Christopher Murphy,Christopher Murphy
1595,"Murphy, Conor",Conor Murphy,Conor Murphy MP
516,"Murphy, Denis",Mr Denis Murphy,Mr Denis Murphy
595,"Murphy, Jim",Mr Jim Murphy,Rt Hon Jim Murphy MP
546,"Murphy, Paul",Paul Murphy,Rt Hon Paul Murphy MP
3966,"Murray, Ian",Ian Murray,Ian Murray MP
1679,"Murray, Ronald",Ronald  Murray,Rt Hon Ronald  Murray
4100,"Murray, Sheryll",Sheryll Murray,Sheryll Murray MP
1466,"Murrison, Andrew",Dr Andrew Murrison,Dr Andrew Murrison MP
1325,"Myles, David",David Myles,David Myles
4082,"Nandy, Lisa",Lisa Nandy,Lisa Nandy MP
1251,"Naseby, L.",Lord Naseby,The Rt Hon. the Lord Naseby
3909,"Nash, Pamela",Pamela Nash,Pamela Nash MP
216,"Naysmith, Doug",Dr Doug Naysmith,Dr Doug Naysmith
1279,"Neale, Gerry",Sir Gerry Neale,Sir Gerry Neale
1271,"Needham, Richard",Sir Richard Needham,Rt Hon Sir Richard Needham
1601,"Neill, Robert",Robert Neill,Robert Neill MP
1199,"Nellist, Dave",Mr Dave Nellist,Mr Dave Nellist
1114,"Nelson, Anthony",Anthony Nelson,Anthony Nelson
1257,"Neubert, Michael",Sir Michael Neubert,Sir Michael Neubert
1323,"Newens, Stan",Stan Newens,Stan Newens
1488,"Newmark, Brooks",Mr Brooks Newmark,Mr Brooks Newmark MP
4071,"Newton, Sarah",Sarah Newton,Sarah Newton MP
925,"Newton of Braintree, L.",Lord Newton of Braintree,The Rt Hon. the Lord Newton of Braintree OBE
235,"Nicholls, Patrick",Mr Patrick Nicholls,Mr Patrick Nicholls
1261,"Nicholson, David",David Nicholson,David Nicholson
1151,"Nicholson, James",James Nicholson,James Nicholson
1164,"Nicholson of Winterbourne, B.",Baroness Nicholson of Winterbourne,The Baroness Nicholson of Winterbourne
4048,"Nokes, Caroline",Caroline Nokes,Caroline Nokes MP
92,"Norman, Archie",Mr Archie Norman,Mr Archie Norman
3991,"Norman, Jesse",Jesse Norman,Jesse Norman MP
1302,"Normanton, Tom",Sir Tom Normanton,Sir Tom Normanton
221,"Norris, Dan",Dan Norris,Dan Norris
707,"Norris, Steven",Steven Norris,Steven Norris
1625,"Northfield, L.",Lord Northfield,The Lord Northfield
926,"Nott, John",Sir John Nott,Rt Hon Sir John Nott
4140,"Nuttall, David",Mr David Nuttall,Mr David Nuttall MP
1243,"Oakes, Gordon",Gordon Oakes,Rt Hon Gordon Oakes
63,"Oaten, Mark",Mr Mark Oaten,Mr Mark Oaten
419,"O'Brien, Bill",Sir Bill O'Brien,Sir Bill O'Brien
290,"O'Brien, Mike",Mr Mike O'Brien,Rt Hon Mike O'Brien
911,"O'Brien, Ossie",Ossie O'Brien,Ossie O'Brien
427,"O'Brien, Stephen",Mr Stephen O'Brien,Rt Hon Stephen O'Brien MP
3964,"O'Donnell, Fiona",Fiona O'Donnell,Fiona O'Donnell MP
4006,"Offord, Matthew",Dr Matthew Offord,Dr Matthew Offord MP
1338,"Ogden, Eric",Eric Ogden,Eric Ogden
1333,"O'Halloran, Michael",Michael O'Halloran,Michael O'Halloran
482,"O'Hara, Edward",Mr Edward O'Hara,Mr Edward O'Hara
4141,"Ollerenshaw, Eric",Eric Ollerenshaw,Eric Ollerenshaw MP
291,"Olner, Bill",Mr Bill Olner,Mr Bill Olner
629,"O'Neill of Clackmannan, L.",Lord O'Neill of Clackmannan,The Lord O'Neill of Clackmannan
3202,"Onslow of Woking, L.",Lord Onslow of Woking,The Rt Hon. the Lord Onslow of Woking KCMG
4124,"Onwurah, Chi",Chi Onwurah,Chi Onwurah MP
559,"Öpik, Lembit",Lembit Öpik,Lembit Öpik
928,"Oppenheim, Phillip",Hon Phillip Oppenheim,Hon Phillip Oppenheim
3210,"Oppenheim-Barnes, B.",Baroness Oppenheim-Barnes,The Rt Hon. the Baroness Oppenheim-Barnes
4142,"Opperman, Guy",Guy Opperman,Guy Opperman MP
250,"Organ, Diana",Diana Organ,Diana Organ
3206,"Orme, L.",Lord Orme,The Rt Hon. the Lord Orme
930,"Osborn, John",Sir John Osborn,Sir John Osborn
1458,"Osborne, George",Mr George Osborne,Rt Hon George Osborne MP
576,"Osborne, Sandra",Sandra Osborne,Sandra Osborne MP
157,"Ottaway, Richard",Sir Richard Ottaway,Rt Hon Sir Richard Ottaway MP
1680,"Ovenden, John",John  Ovenden,John  Ovenden
1474,"Owen, Albert",Albert Owen,Albert Owen MP
992,"Owen, L.",Lord Owen,The Rt Hon. the Lord Owen CH
1115,"Page, Graham",Sir Graham Page,Rt Hon Sir Graham Page
1324,"Page, John",Sir John Page,Sir John Page
70,"Page, Richard",Mr Richard Page,Mr Richard Page
124,"Paice, James",Sir James Paice,Rt Hon Sir James Paice MP
4129,"Paisley, Ian",Ian Paisley,Ian Paisley MP
1175,"Palmer, Arthur",Arthur Palmer,Arthur Palmer
359,"Palmer, Nick",Dr Nick Palmer,Dr Nick Palmer
1681,"Pardoe, John",John  Pardoe,John  Pardoe
4072,"Parish, Neil",Neil Parish,Neil Parish MP
1306,"Park, George",George Park,George Park
1174,"Parker, John",John Parker,John Parker
931,"Parkinson, L.",Lord Parkinson,The Rt Hon. the Lord Parkinson
932,"Parris, Matthew",Matthew Parris,Matthew Parris
1248,"Parry, Robert",Robert Parry,Robert Parry
701,"Patchett, Terry",Terry Patchett,Terry Patchett
4066,"Patel, Priti",Priti Patel,Priti Patel MP
274,"Paterson, Owen",Mr Owen Paterson,Rt Hon Owen Paterson MP
933,"Patnick, Irvine",Sir Irvine Patnick,Sir Irvine Patnick
1137,"Patten, L.",Lord Patten,The Rt Hon. the Lord Patten
1136,"Patten of Barnes, L.",Lord Patten of Barnes,The Rt Hon. the Lord Patten of Barnes CH
1230,"Pattie, Geoffrey",Sir Geoffrey Pattie,Rt Hon Sir Geoffrey Pattie
1176,"Pavitt, Laurie",Laurie Pavitt,Laurie Pavitt
1258,"Pawsey, James",James Pawsey,James Pawsey
4052,"Pawsey, Mark",Mark Pawsey,Mark Pawsey MP
1197,"Peacock, Elizabeth",Mrs Elizabeth Peacock,Mrs Elizabeth Peacock
4003,"Pearce, Teresa",Teresa Pearce,Teresa Pearce MP
310,"Pearson, Ian",Ian Pearson,Ian Pearson
1505,"Pelling, Andrew",Mr Andrew Pelling,Mr Andrew Pelling
457,"Pendry, L.",Lord Pendry,The Rt Hon. the Lord Pendry
1367,"Penhaligon, David",David Penhaligon,David Penhaligon
1528,"Penning, Mike",Mike Penning,Rt Hon Mike Penning MP
1584,"Penrose, John",John Penrose,John Penrose MP
1355,"Percival, Ian",Sir Ian Percival,Rt Hon Sir Ian Percival
3939,"Percy, Andrew",Andrew Percy,Andrew Percy MP
183,"Perham, Linda",Linda Perham,Linda Perham
3952,"Perkins, Toby",Toby Perkins,Toby Perkins MP
3974,"Perry, Claire",Claire Perry,Claire Perry MP
1682,"Perry, George",George  Perry,George  Perry
3162,"Peyton of Yeovil, L.",Lord Peyton of Yeovil,The Rt Hon. the Lord Peyton of Yeovil
4054,"Phillips, Stephen",Stephen Phillips,Stephen Phillips QC MP
4046,"Phillipson, Bridget",Bridget Phillipson,Bridget Phillipson MP
33,"Pickles, Eric",Mr Eric Pickles,Rt Hon Eric Pickles MP
477,"Pickthall, Colin",Mr Colin Pickthall,Mr Colin Pickthall
466,"Pike, Peter",Mr Peter Pike,Mr Peter Pike
4075,"Pincher, Christopher",Christopher Pincher,Christopher Pincher MP
1347,"Pink, Bonner",Bonner Pink,Bonner Pink
1375,"Pitt, Bill",Bill Pitt,Bill Pitt
294,"Plaskitt, James",Mr James Plaskitt,Mr James Plaskitt
71,"Pollard, Kerry",Mr Kerry Pollard,Mr Kerry Pollard
1224,"Pollock, Alexander",Alexander Pollock,Alexander Pollock
84,"Pond, Chris",Mr Chris Pond,Mr Chris Pond
469,"Pope, Greg",Mr Greg Pope,Mr Greg Pope
700,"Porter, Barry",Barry Porter,Barry Porter
1268,"Porter, David",David Porter,David Porter
187,"Portillo, Michael",Mr Michael Portillo,Rt Hon Michael Portillo
3932,"Poulter, Daniel",Dr Daniel Poulter,Dr Daniel Poulter MP
161,"Pound, Stephen",Stephen Pound,Stephen Pound MP
1023,"Powell, Enoch",Enoch Powell,Rt Hon Enoch Powell
4263,"Powell, Lucy",Lucy Powell,Lucy Powell MP
555,"Powell, Raymond",Sir Raymond Powell,Sir Raymond Powell
1233,"Powell, William",William Powell,William Powell
1377,"Powley, John",John Powley,John Powley
191,"Prentice, Bridget",Bridget Prentice,Bridget Prentice
472,"Prentice, Gordon",Mr Gordon Prentice,Mr Gordon Prentice
3261,"Prentice, L.",Lord Prentice,The Lord Prentice
374,"Prescott, L.",Lord Prescott,The  Lord Prescott
1401,"Price, Adam",Adam Price,Adam Price
1337,"Price, Christopher",Christopher Price,Christopher Price
1283,"Price, David",Sir David Price,Sir David Price
217,"Primarolo, Dame Dawn",Dame Dawn Primarolo,Rt Hon Dame Dawn Primarolo MP
127,"Prior, David",Mr David Prior,Mr David Prior
1104,"Prior, L.",Lord Prior,The Rt Hon. the Lord Prior
1424,"Prisk, Mark",Mr Mark Prisk,Mr Mark Prisk MP
1576,"Pritchard, Mark",Mark Pritchard,Mark Pritchard MP
1343,"Proctor, Harvey",Harvey Proctor,Harvey Proctor
80,"Prosser, Gwyn",Gwyn Prosser,Gwyn Prosser
1683,"Proudfoot, Wilfred",Wilfred  Proudfoot,Wilfred  Proudfoot
1454,"Pugh, John",John Pugh,John Pugh MP
321,"Purchase, Ken",Mr Ken Purchase,Mr Ken Purchase
1455,"Purnell, James",James Purnell,James Purnell
3257,"Pym, L.",Lord Pym,The Rt Hon. the Lord Pym MC DL
518,"Quin, B.",Baroness Quin,The Rt Hon. the Baroness Quin
381,"Quinn, Lawrie",Lawrie Quinn,Lawrie Quinn
3924,"Qureshi, Yasmin",Yasmin Qureshi,Yasmin Qureshi MP
4007,"Raab, Dominic",Mr Dominic Raab,Mr Dominic Raab MP
1193,"Race, Reg",Dr Reg Race,Dr Reg Race
510,"Radice, L.",Lord Radice,The Rt Hon. the Lord Radice
1280,"Raffan, Keith",Keith Raffan,Keith Raffan
935,"Raison, Timothy",Sir Timothy Raison,Rt Hon Sir Timothy Raison
37,"Rammell, Bill",Bill Rammell,Bill Rammell
1684,"Ramsden, James",James  Ramsden,Rt Hon James  Ramsden
209,"Randall, John",Sir John Randall,Rt Hon Sir John Randall MP
1152,"Randall of St Budeaux, L.",Lord Randall of St Budeaux,The Lord Randall of St Budeaux
58,"Rapson, Syd",Syd Rapson,Syd Rapson
1247,"Rathbone, Tim",Tim Rathbone,Tim Rathbone
171,"Raynsford, Nick",Mr Nick Raynsford,Rt Hon Nick Raynsford MP
4049,"Reckless, Mark",Mark Reckless,Mark Reckless MP
1153,"Redmond, Martin",Martin Redmond,Martin Redmond
14,"Redwood, John",Mr John Redwood,Rt Hon John Redwood MP
341,"Reed, Andy",Mr Andy Reed,Mr Andy Reed
1685,"Reed, David",David  Reed,David  Reed
1503,"Reed, Jamie",Mr Jamie Reed,Mr Jamie Reed MP
1686,"Reed, Laurance",Laurance  Reed,Laurance  Reed
4268,"Reed, Steve",Mr Steve Reed,Mr Steve Reed MP
3270,"Rees, L.",Lord Rees,The Rt Hon. the Lord Rees QC
936,"Rees, Merlyn",Merlyn Rees,Rt Hon Merlyn Rees
1362,"Rees-Davies, William",William Rees-Davies,William Rees-Davies
4099,"Rees-Mogg, Jacob",Jacob Rees-Mogg,Jacob Rees-Mogg MP
3978,"Reevell, Simon",Simon Reevell,Simon Reevell MP
4031,"Reeves, Rachel",Rachel Reeves,Rachel Reeves MP
1385,"Reid, Alan",Mr Alan Reid,Mr Alan Reid MP
1687,"Reid, George",George  Reid,Rt Hon George  Reid
617,"Reid of Cardowan, L.",Lord Reid of Cardowan,The Rt Hon. the Lord Reid of Cardowan
9,"Rendel, David",Mr David Rendel,Mr David Rendel
1600,"Rennie, Willie",Willie Rennie,Willie Rennie
937,"Renton of Mount Harry, L.",Lord Renton of Mount Harry,The Rt Hon. the Lord Renton of Mount Harry
4077,"Reynolds, Emma",Emma Reynolds,Emma Reynolds MP
4119,"Reynolds, Jonathan",Jonathan Reynolds,Jonathan Reynolds MP
938,"Rhodes James, Robert",Sir Robert Rhodes James,Sir Robert Rhodes James
702,"Rhys Williams, Brandon",Sir Brandon Rhys Williams,Sir Brandon Rhys Williams
1688,"Richard, L.",Lord Richard,The Rt Hon. the Lord Richard QC
1477,"Richards, Rod",Rod Richards,Rod Richards
687,"Richardson, Jo",Jo Richardson,Jo Richardson
939,"Riddick, Graham",Graham Riddick,Graham Riddick
1304,"Ridley, Nicholas",Nicholas Ridley,Rt Hon Nicholas Ridley
1287,"Ridsdale, Julian",Sir Julian Ridsdale,Sir Julian Ridsdale
1191,"Rifkind, Malcolm",Sir Malcolm Rifkind,Rt Hon Sir Malcolm Rifkind QC MP
1525,"Riordan, Linda",Mrs Linda Riordan,Mrs Linda Riordan MP
1327,"Rippon, Geoffrey",Geoffrey Rippon,Rt Hon Geoffrey Rippon
139,"Risby, L.",Lord Risby,The Lord Risby
4130,"Ritchie, Margaret",Ms Margaret Ritchie,Ms Margaret Ritchie MP
334,"Robathan, Andrew",Mr Andrew Robathan,Rt Hon Andrew Robathan MP
1346,"Roberts, Albert",Albert Roberts,Albert Roberts
715,"Roberts, Allan",Allan Roberts,Allan Roberts
1321,"Roberts, Ernie",Ernie Roberts,Ernie Roberts
1185,"Roberts, Gwilym",Gwilym Roberts,Gwilym Roberts
1035,"Roberts, Michael",Michael Roberts,Michael Roberts
1232,"Roberts of Conwy, L.",Lord Roberts of Conwy,The Rt Hon. the Lord Roberts of Conwy
1433,"Robertson, Angus",Angus Robertson,Angus Robertson MP
1415,"Robertson, Hugh",Sir Hugh Robertson,Rt Hon Sir Hugh Robertson MP
605,"Robertson, John",John Robertson,John Robertson MP
253,"Robertson, Laurence",Mr Laurence Robertson,Mr Laurence Robertson MP
1216,"Robertson, Raymond",Mr Raymond Robertson,Mr Raymond Robertson
672,"Robertson of Port Ellen, L.",Lord Robertson of Port Ellen,The Rt Hon. the Lord Robertson of Port Ellen KT
307,"Robinson, Geoffrey",Mr Geoffrey Robinson,Mr Geoffrey Robinson MP
1456,"Robinson, Iris",Mrs Iris Robinson,Mrs Iris Robinson
1154,"Robinson, Mark",Mark Robinson,Mark Robinson
642,"Robinson, Peter",Mr Peter Robinson,Rt Hon Peter Robinson
182,"Roche, Barbara",Mrs Barbara Roche,Mrs Barbara Roche
1689,"Roderick, Caerwyn",Caerwyn  Roderick,Caerwyn  Roderick
940,"Rodgers of Quarry Bank, L.",Lord Rodgers of Quarry Bank,The Rt Hon. the Lord Rodgers of Quarry Bank
64,"Roe, Marion",Dame  Marion Roe,Dame  Marion Roe
1690,"Roebuck, Roy",Roy  Roebuck,Roy  Roebuck
557,"Rogers, Allan",Mr Allan Rogers,Mr Allan Rogers
1504,"Rogerson, Dan",Dan Rogerson,Dan Rogerson MP
302,"Rooker, L.",Lord Rooker,The Rt Hon. the Lord Rooker
402,"Rooney, Terry",Mr Terry Rooney,Mr Terry Rooney
1316,"Roper, L.",Lord Roper,The Rt Hon. the Lord Roper
1691,"Rose, Paul",Paul  Rose,Paul  Rose
1447,"Rosindell, Andrew",Andrew Rosindell,Andrew Rosindell MP
590,"Ross, Ernie",Mr Ernie Ross,Mr Ernie Ross
1332,"Ross, Stephen",Stephen Ross,Stephen Ross
647,"Ross, William",Mr William Ross,Mr William Ross
941,"Rossi, Hugh",Sir Hugh Rossi,Sir Hugh Rossi
1284,"Rost, Peter",Peter Rost,Peter Rost
4035,"Rotheram, Steve",Steve Rotheram,Steve Rotheram MP
81,"Rowe, Andrew",Mr Andrew Rowe,Mr Andrew Rowe
1558,"Rowen, Paul",Paul Rowen,Paul Rowen
554,"Rowlands, L.",Lord Rowlands,The Lord Rowlands CBE
626,"Roy, Frank",Mr Frank Roy,Mr Frank Roy MP
1608,"Roy, Lindsay",Lindsay Roy,Lindsay Roy MP
942,"Royle, Anthony",Sir Anthony Royle,Sir Anthony Royle
534,"Ruane, Chris",Chris Ruane,Chris Ruane MP
3983,"Rudd, Amber",Amber Rudd,Amber Rudd MP
190,"Ruddock, Dame Joan",Dame Joan Ruddock,Rt Hon Dame Joan Ruddock MP
133,"Ruffley, David",Mr David Ruffley,Mr David Ruffley MP
1226,"Rumbold, Angela",Dame  Angela Rumbold,Dame  Angela Rumbold
35,"Russell, Bob",Sir Bob Russell,Sir Bob Russell MP
424,"Russell, Christine",Christine Russell,Christine Russell
4033,"Rutley, David",David Rutley,David Rutley MP
166,"Ryan, Joan",Joan Ryan,Rt Hon Joan Ryan
1250,"Ryder of Wensum, L.",Lord Ryder of Wensum,The Rt Hon. the Lord Ryder of Wensum OBE
1374,"Ryman, John",John Ryman,John Ryman
1274,"Sackville, Tom",Tom Sackville,Tom Sackville
943,"Sainsbury, Tim",Sir Tim Sainsbury,Rt Hon Sir Tim Sainsbury
102,"St Aubyn, Nick",Mr Nick St Aubyn,Mr Nick St Aubyn
946,"St John of Fawsley, L.",Lord St John of Fawsley,The Rt Hon. the Lord St John of Fawsley
1124,"Salisbury, M.",Marquess of Salisbury,The Most Hon. the Marquess of Salisbury DL
577,"Salmond, Alex",Mr Alex Salmond,Mr Alex Salmond
11,"Salter, Martin",Martin Salter,Martin Salter
1328,"Sandelson, Neville",Neville Sandelson,Neville Sandelson
237,"Sanders, Adrian",Mr Adrian Sanders,Mr Adrian Sanders MP
771,"Sands, Bobby",Bobby Sands,Bobby Sands
4094,"Sandys, Laura",Laura Sandys,Laura Sandys MP
3981,"Sarwar, Anas",Anas Sarwar,Anas Sarwar MP
608,"Sarwar, Mohammad",Mr Mohammad Sarwar,Mr Mohammad Sarwar
571,"Savidge, Malcolm",Mr Malcolm Savidge,Mr Malcolm Savidge
4265,"Sawford, Andy",Andy Sawford,Andy Sawford MP
353,"Sawford, Phil",Phil Sawford,Phil Sawford
4,"Sayeed, Jonathan",Mr Jonathan Sayeed,Mr Jonathan Sayeed
1534,"Scott, Lee",Mr Lee Scott,Mr Lee Scott MP
1229,"Scott, Nicholas",Sir Nicholas Scott,Rt Hon Sir Nicholas Scott
1552,"Seabeck, Alison",Alison Seabeck,Alison Seabeck MP
173,"Sedgemore, Brian",Mr Brian Sedgemore,Mr Brian Sedgemore
802,"Selkirk of Douglas, L.",Lord Selkirk of Douglas,The Rt Hon. the Lord Selkirk of Douglas
1453,"Selous, Andrew",Andrew Selous,Andrew Selous MP
1373,"Sever, John",John Sever,John Sever
4131,"Shannon, Jim",Jim Shannon,Jim Shannon MP
1582,"Shapps, Grant",Grant Shapps,Rt Hon Grant Shapps MP
4014,"Sharma, Alok",Alok Sharma,Alok Sharma MP
1604,"Sharma, Virendra",Mr Virendra Sharma,Mr Virendra Sharma MP
1207,"Shaw, David",Mr David Shaw,Mr David Shaw
1254,"Shaw, Giles",Sir Giles Shaw,Sir Giles Shaw
78,"Shaw, Jonathan",Jonathan Shaw,Jonathan Shaw
1036,"Shaw of Northstead, L.",Lord Shaw of Northstead,The Lord Shaw of Northstead DL
411,"Sheerman, Barry",Mr Barry Sheerman,Mr Barry Sheerman MP
3997,"Shelbrooke, Alec",Alec Shelbrooke,Alec Shelbrooke MP
436,"Sheldon, L.",Lord Sheldon,The Rt Hon. the Lord Sheldon
1294,"Shelton, William",Sir William Shelton,Sir William Shelton
132,"Shephard of Northwold, B.",Baroness Shephard of Northwold,The Rt Hon. the Baroness Shephard of Northwold
1244,"Shepherd, Colin",Sir Colin Shepherd,Sir Colin Shepherd
295,"Shepherd, Richard",Sir Richard Shepherd,Sir Richard Shepherd MP
1464,"Sheridan, Jim",Jim Sheridan,Jim Sheridan MP
666,"Shersby, Michael",Sir Michael Shersby,Sir Michael Shersby
1380,"Shields, Elizabeth",Mrs Elizabeth Shields,Mrs Elizabeth Shields
